line_id,bias_code,elo,model,rank,move_uci,move_san,policy_probability,topk_policy_mass,normalized_response_entropy_topk,wdl_win_permille,wdl_draw_permille,wdl_loss_permille,fen,status
ORD-02,B1,1100,maia3-79m,8,f3e5,Ne5,0.020635215565562248,0.9632458807900548,0.769676659507179,422,19,559,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1100,maia3-79m,9,d1c1,Qc1,0.01624152809381485,0.9632458807900548,0.769676659507179,511,20,469,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1100,maia3-79m,10,d4c5,dxc5,0.00840019155293703,0.9632458807900548,0.769676659507179,420,17,563,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1300,maia3-79m,1,d1c2,Qc2,0.42107275128364563,0.9810997624881566,0.6784099008038565,497,22,481,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1300,maia3-79m,2,d1b3,Qb3,0.21589763462543488,0.9810997624881566,0.6784099008038565,528,33,439,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1300,maia3-79m,3,b2b3,b3,0.19771979749202728,0.9810997624881566,0.6784099008038565,511,20,469,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1300,maia3-79m,4,b1d2,Nbd2,0.036577485501766205,0.9810997624881566,0.6784099008038565,463,20,517,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1300,maia3-79m,5,f1d3,Bd3,0.02921433560550213,0.9810997624881566,0.6784099008038565,463,18,519,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1300,maia3-79m,6,d1c1,Qc1,0.026789719238877296,0.9810997624881566,0.6784099008038565,495,21,484,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-02,B1,1300,maia3-79m,7,b1a3,Na3,0.020667757838964462,0.9810997624881566,0.6784099008038565,401,18,581,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
