line_id,bias_code,elo,model,rank,move_uci,move_san,policy_probability,topk_policy_mass,normalized_response_entropy_topk,wdl_win_permille,wdl_draw_permille,wdl_loss_permille,fen,status
ORD-01,B1,1100,maia3-5m,1,f1e2,Be2,0.25080159306526184,0.9904825752601027,0.8364367544479875,522,24,454,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1100,maia3-5m,2,b1d2,Nbd2,0.22595113515853882,0.9904825752601027,0.8364367544479875,493,24,483,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1100,maia3-5m,3,h2h3,h3,0.1444653570652008,0.9904825752601027,0.8364367544479875,501,22,477,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1100,maia3-5m,4,c2c3,c3,0.13786348700523376,0.9904825752601027,0.8364367544479875,504,25,471,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1100,maia3-5m,5,f1b5,Bb5,0.08340801298618317,0.9904825752601027,0.8364367544479875,516,21,463,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1100,maia3-5m,6,f1d3,Bd3,0.05798977240920067,0.9904825752601027,0.8364367544479875,487,22,491,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1100,maia3-5m,7,c2c4,c4,0.044471122324466705,0.9904825752601027,0.8364367544479875,490,23,487,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1100,maia3-5m,8,b1c3,Nc3,0.02717277966439724,0.9904825752601027,0.8364367544479875,497,24,479,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1100,maia3-5m,9,d4c5,dxc5,0.015337971970438957,0.9904825752601027,0.8364367544479875,450,22,528,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1100,maia3-5m,10,a2a3,a3,0.0030213436111807823,0.9904825752601027,0.8364367544479875,499,23,478,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1300,maia3-5m,1,f1e2,Be2,0.2740256190299988,0.9929662952199578,0.8075499674968513,525,24,451,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1300,maia3-5m,2,b1d2,Nbd2,0.2329634130001068,0.9929662952199578,0.8075499674968513,498,25,477,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1300,maia3-5m,3,c2c3,c3,0.16906428337097168,0.9929662952199578,0.8075499674968513,504,26,470,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1300,maia3-5m,4,h2h3,h3,0.1230573058128357,0.9929662952199578,0.8075499674968513,500,23,477,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1300,maia3-5m,5,f1b5,Bb5,0.08136508613824844,0.9929662952199578,0.8075499674968513,518,21,461,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1300,maia3-5m,6,c2c4,c4,0.043896935880184174,0.9929662952199578,0.8075499674968513,493,23,484,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1300,maia3-5m,7,f1d3,Bd3,0.03141376003623009,0.9929662952199578,0.8075499674968513,493,23,484,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1300,maia3-5m,8,b1c3,Nc3,0.020024476572871208,0.9929662952199578,0.8075499674968513,504,24,472,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1300,maia3-5m,9,d4c5,dxc5,0.013503470458090305,0.9929662952199578,0.8075499674968513,448,23,529,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1300,maia3-5m,10,a2a3,a3,0.0036519449204206467,0.9929662952199578,0.8075499674968513,501,24,475,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1500,maia3-5m,1,f1e2,Be2,0.3087397813796997,0.9944483432918787,0.7767030168414396,527,25,448,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1500,maia3-5m,2,b1d2,Nbd2,0.2184833586215973,0.9944483432918787,0.7767030168414396,503,26,471,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1500,maia3-5m,3,c2c3,c3,0.20227229595184326,0.9944483432918787,0.7767030168414396,506,27,467,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1500,maia3-5m,4,h2h3,h3,0.09852739423513412,0.9944483432918787,0.7767030168414396,503,25,472,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1500,maia3-5m,5,f1b5,Bb5,0.07504494488239288,0.9944483432918787,0.7767030168414396,522,22,456,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1500,maia3-5m,6,c2c4,c4,0.039391882717609406,0.9944483432918787,0.7767030168414396,500,24,476,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1500,maia3-5m,7,f1d3,Bd3,0.018645742908120155,0.9944483432918787,0.7767030168414396,498,24,478,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
ORD-01,B1,1500,maia3-5m,8,b1c3,Nc3,0.016160661354660988,0.9944483432918787,0.7767030168414396,510,25,465,r2qkbnr/pp2pppp/2n5/2pp4/3P1Bb1/4PN2/PPP2PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL
