line_id,move_uci,maia_policy_mean,maia_policy_max,maia_rank_min,lichess_count,lichess_total,lichess_frequency,in_lichess_test_expanded,in_maia_top10
LON-01,f3e5,0.06226887026180818,0.1177898421883583,3,1.0,5.0,0.2,True,True
LON-01,f1e2,0.18651930987834928,0.2187912613153457,2,3.0,21.0,0.14285714285714285,True,True
LON-01,b2b3,0.036573822532469984,0.0813215523958206,5,,,,False,True
LON-01,h2h3,0.01122466251254078,0.0142661342397332,6,,,,False,True
LON-01,a2a4,0.01179817361601935,0.0164052452892065,7,,,,False,True
LON-01,f4c7,0.012860725168138716,0.0157410595566034,7,,,,False,True
LON-01,g2g3,0.004564424084188983,0.0084123900160193,9,,,,False,True
LON-01,b2b4,0.0076670376583933,0.0076670376583933,10,,,,False,True
LON-02,c2d2,0.19555235840380192,0.3150431215763092,2,1.0,1.0,1.0,True,True
LON-02,c2c1,0.5333269561330477,0.8815571069717407,1,13.0,14.0,0.9285714285714286,True,True
LON-02,c2f5,0.22543234253923095,0.3953717648983001,1,1.0,11.0,0.09090909090909091,True,True
LON-02,c2e2,0.015164563509946034,0.0332532599568367,4,,,,False,True
LON-02,c2d1,0.009450622271591116,0.0169942136853933,5,,,,False,True
LON-02,b1d2,0.0030179124829979834,0.0061714476905763,6,,,,False,True
LON-02,c2a4,0.0061018519239344335,0.0141390925273299,6,,,,False,True
LON-02,f1d3,0.00431633370802345,0.0164976734668016,6,,,,False,True
LON-02,e3e4,0.0038004054222255334,0.0117874322459101,7,,,,False,True
LON-02,b2b3,0.0010988336289301,0.001391812111251,10,,,,False,True
LON-02,f1e2,0.0002840821446928,0.0004536553460638,10,,,,False,True
LON-02,f3e5,0.0026308291126042,0.0026308291126042,10,,,,False,True
LON-03,f1e2,0.48018431663513184,0.5485168695449829,1,2.0,4.0,0.5,True,True
LON-03,f3e5,0.1474284728368123,0.1679868549108505,2,2.0,4.0,0.5,True,True
LON-03,a2a3,0.12190063359836732,0.2527790069580078,2,,,,False,True
LON-03,b2b3,0.12987143173813814,0.2088748961687088,2,,,,False,True
LON-03,e1c1,0.034235266192505734,0.0721890851855278,4,,,,False,True
LON-03,g2g3,0.023478207799295547,0.0333205945789814,5,,,,False,True
LON-03,h2h3,0.024504968896508165,0.0284995660185813,5,,,,False,True
LON-03,b2b4,0.021735824489345117,0.0412221103906631,6,,,,False,True
LON-03,e3e4,0.010376058053225234,0.0147483982145786,7,,,,False,True
LON-03,a2a4,0.004301957941303617,0.0060276761651039,9,,,,False,True
LON-03,f4g5,0.0026522860862314,0.0026522860862314,9,,,,False,True
LON-03,e1e2,0.00306519516743715,0.0034420990850776,10,,,,False,True
LON-04,b1d2,0.6676214933395386,0.7063276171684265,1,,,,False,True
LON-04,f1e2,0.18171223004659012,0.1952958106994629,2,,,,False,True
LON-04,b1a3,0.03914012201130387,0.0606897436082363,3,,,,False,True
LON-04,f3e5,0.027235864816854364,0.0637189894914627,3,,,,False,True
LON-04,f3h4,0.027530997370680117,0.0301580913364887,4,,,,False,True
LON-04,h2h3,0.020278491390248118,0.0230385996401309,5,,,,False,True
LON-04,a2a4,0.007250957734261883,0.0091091822832822,7,,,,False,True
LON-04,c1d2,0.0090785156935453,0.019822983071208,7,,,,False,True
LON-04,f1d3,0.004376620287075583,0.0076307151466608,9,,,,False,True
LON-04,a2a3,0.0011876760981976,0.0011876760981976,10,,,,False,True
LON-04,b2b3,0.0013406135840341,0.0013406135840341,10,,,,False,True
LON-04,f4e3,0.00358983676414935,0.0055008647032082,10,,,,False,True
LON-05,b1c3,0.46862228711446124,0.5573242902755737,1,,,,False,True
LON-05,a2a3,0.13955190467337764,0.2459708899259567,2,,,,False,True
LON-05,b1d2,0.21515398100018499,0.2737846374511719,2,,,,False,True
LON-05,f1e2,0.10339706887801485,0.1234811469912529,3,,,,False,True
LON-05,f3e5,0.014684389772204017,0.043386910110712,4,,,,False,True
LON-05,b1a3,0.014143407189597633,0.0271461736410856,5,,,,False,True
LON-05,b2b3,0.011346489385080783,0.0214967671781778,5,,,,False,True
LON-05,f3h4,0.008872037831072967,0.0136692589148879,6,,,,False,True
LON-05,c1d2,0.0062211947903657505,0.0121595691889524,7,,,,False,True
LON-05,a2a4,0.0066550583578646,0.0066550583578646,10,,,,False,True
LON-05,h2h3,0.00432470105588432,0.0088806692510843,10,,,,False,True
LON-06,g7g6,0.39446831742922467,0.5735131502151489,1,,,,False,True
LON-06,c8g4,0.11712805678447084,0.1639926731586456,2,,,,False,True
LON-06,h7h6,0.11964459282656507,0.183922454714775,2,,,,False,True
LON-06,c8f5,0.09724524120489751,0.1227264553308487,3,,,,False,True
LON-06,e7e6,0.08515755242357646,0.1385680884122848,3,,,,False,True
LON-06,c5d4,0.07898996522029235,0.0970144718885421,4,,,,False,True
LON-06,b6c7,0.034385879989713375,0.0507770366966724,6,,,,False,True
LON-06,c8d7,0.014925463125109633,0.018919076770544,7,,,,False,True
LON-06,e7e5,0.021872228321929737,0.0428573451936244,7,,,,False,True
LON-06,f7f6,0.020865469006821468,0.0456133149564266,8,,,,False,True
LON-06,c5c4,0.00847879354842,0.0101141817867755,9,,,,False,True
LON-07,h4g3,0.9387288987636566,0.9791918396949768,1,,,,False,True
LON-07,d4c5,0.005479123617988034,0.0137278418987989,2,,,,False,True
LON-07,f3g5,0.028392868232913263,0.0459447130560874,2,,,,False,True
LON-07,h4g5,0.01408961939159775,0.0252459924668073,3,,,,False,True
LON-07,f1e2,0.004698279857014567,0.0071794330142438,4,,,,False,True
LON-07,g2g4,0.004205488056565267,0.0095203937962651,4,,,,False,True
LON-07,c2f5,0.0018384737544692598,0.0029003182426095,6,,,,False,True
LON-07,f1d3,0.00047213466314128334,0.0009442626615054,7,,,,False,True
LON-07,f3e5,0.0005915757161952833,0.0014063180424273,8,,,,False,True
LON-07,g2g3,0.0007615138407951333,0.001234914176166,8,,,,False,True
LON-07,b1d2,0.0002930371556431,0.0002930371556431,9,,,,False,True
LON-09,f1e2,0.45503681898117065,0.554578959941864,1,1.0,1.0,1.0,True,True
LON-09,b1d2,0.31841737031936646,0.3498983383178711,2,1.0,1.0,1.0,True,True
LON-09,f1d3,0.10420968756079668,0.1406088918447494,3,,,,False,True
LON-09,h2h3,0.10025953066845732,0.1767701953649521,3,,,,False,True
LON-09,a2a4,0.00402075120170285,0.0086654834449291,5,,,,False,True
LON-09,c3c4,0.004487110767513475,0.0104489801451563,5,,,,False,True
LON-09,d4c5,0.005824961233884016,0.0066896290518343,5,,,,False,True
LON-09,d1c2,0.0031097651032419836,0.0044757858850061,6,,,,False,True
LON-09,b1a3,0.002819587185513183,0.0072503429837524,7,,,,False,True
LON-09,f3e5,0.0009603979221234333,0.0025672053452581,9,,,,False,True
LON-09,e1e2,0.00022232729679665,0.0002278998726978,10,,,,False,True
LON-10,a1c1,0.5858480681975683,0.7482882142066956,1,1.0,1.0,1.0,True,True
LON-10,f1b5,0.2054236531257629,0.2254908084869384,2,,,,False,True
LON-10,f1e2,0.12193024655183153,0.1539610773324966,3,,,,False,True
LON-10,d1c1,0.015385919755014235,0.0306750815361738,4,,,,False,True
LON-10,f4e5,0.017457744979765214,0.0397013500332832,4,,,,False,True
LON-10,a1b1,0.005438476723308317,0.0071254358626902,5,,,,False,True
LON-10,f3d4,0.010782020865008185,0.0172996334731578,5,,,,False,True
LON-10,f3e5,0.013955144386272817,0.0380090847611427,5,,,,False,True
LON-10,d1a4,0.004447251131447617,0.0114820897579193,8,,,,False,True
LON-10,d1b3,0.006001009062553401,0.0110555374994874,8,,,,False,True
LON-11,f1b5,0.34271344542503357,0.3608288168907165,1,,,,False,True
LON-11,b1b3,0.15221567700306568,0.1915554851293563,2,,,,False,True
LON-11,b1c1,0.1501477571825186,0.257831335067749,2,,,,False,True
LON-11,d4c5,0.12206548700730002,0.177385613322258,2,,,,False,True
LON-11,f1e2,0.11894054710865017,0.1511538028717041,2,,,,False,True
LON-11,f3e5,0.052800021289537306,0.0894114598631858,5,,,,False,True
LON-11,d1a4,0.021085512669136098,0.0294359419494867,6,,,,False,True
LON-11,d1b3,0.008811942408404567,0.0198012944310903,8,,,,False,True
LON-11,f4c7,0.00568183101713652,0.0073162047192454,8,,,,False,True
LON-11,d1c1,0.0093875713646411,0.0093875713646411,9,,,,False,True
LON-11,f1d3,0.005121851549483821,0.0092190196737647,9,,,,False,True
LON-11,b1b2,0.000752326042857,0.000752326042857,10,,,,False,True
LON-12,d3b5,0.2156308790047963,0.40762460231781,1,,,,False,True
LON-12,e1g1,0.19412245849768317,0.2547928988933563,1,,,,False,True
LON-12,a1c1,0.14094215507308638,0.1721190065145492,2,,,,False,True
LON-12,d3e2,0.15579274172584212,0.2238302528858184,2,,,,False,True
LON-12,d3c2,0.09518564119935032,0.1074514240026474,3,,,,False,True
LON-12,d4c5,0.04596849965552485,0.0552684739232063,6,,,,False,True
LON-12,f3e5,0.03628726173192258,0.0697795301675796,6,,,,False,True
LON-12,d1c2,0.03323282301425928,0.0407886914908885,7,,,,False,True
LON-12,d1e2,0.037597668357193414,0.0531704872846603,7,,,,False,True
LON-12,d1b1,0.01555404967317975,0.0255029145628213,9,,,,False,True
LON-12,e1e2,0.0098989838734269,0.0098989838734269,10,,,,False,True
LON-15,f1b5,0.5089914202690125,0.5891987085342407,1,,,,False,True
LON-15,f3e5,0.16762633249163625,0.2019167244434356,2,,,,False,True
LON-15,a4b3,0.06451553292572493,0.0771071538329124,3,,,,False,True
LON-15,b1d2,0.055407929544647495,0.0634746327996254,3,,,,False,True
LON-15,f1d3,0.06162917365630463,0.0665052458643913,3,,,,False,True
LON-15,f3d2,0.04182120381544028,0.061738982796669,5,,,,False,True
LON-15,d4c5,0.020057329287131585,0.0323446877300739,6,,,,False,True
LON-15,f1e2,0.022092746198177297,0.0268329661339521,7,,,,False,True
LON-15,a4d1,0.014589239470660658,0.0253311432898044,8,,,,False,True
LON-15,a4a3,0.0094143732761343,0.0130451181903481,9,,,,False,True
LON-15,f1a6,0.0153724690899252,0.0153724690899252,9,,,,False,True
LON-15,b1a3,0.0106007223948836,0.0141390822827816,10,,,,False,True
LON-15,e3e4,0.0052167810499668,0.0052167810499668,10,,,,False,True
ORD-01,f1e2,0.31502565741539,0.3721885085105896,1,21.0,41.0,0.5121951219512195,True,True
ORD-01,b1d2,0.20146206766366956,0.2195052504539489,2,8.0,19.0,0.42105263157894735,True,True
ORD-01,h2h3,0.09884012397378678,0.1426282972097396,4,3.0,11.0,0.2727272727272727,True,True
ORD-01,c2c3,0.227026288708051,0.3258048295974731,1,7.0,27.0,0.25925925925925924,True,True
ORD-01,d4c5,0.015229648910462816,0.0226319469511508,7,3.0,16.0,0.1875,True,True
ORD-01,f1b5,0.06121846288442606,0.0737255066633224,4,5.0,31.0,0.16129032258064516,True,True
ORD-01,b1c3,0.016510126180946782,0.0320184454321861,5,3.0,22.0,0.13636363636363635,True,True
ORD-01,c2c4,0.039698839187622015,0.0505372658371925,6,,,,False,True
ORD-01,f1d3,0.0186553945144017,0.0513550490140914,6,,,,False,True
ORD-01,a2a3,0.00185801123734556,0.002294041449204,10,,,,False,True
ORD-01,b2b3,0.002066375920549,0.002066375920549,10,,,,False,True
ORD-02,d1b3,0.31198970228433603,0.500754714012146,1,41.0,79.0,0.5189873417721519,True,True
ORD-02,d1c2,0.33060850203037256,0.4408378303050995,1,26.0,91.0,0.2857142857142857,True,True
ORD-02,d4c5,0.00854042141387855,0.010214315727353,7,1.0,4.0,0.25,True,True
ORD-02,d1c1,0.06363980813572799,0.1151936799287796,4,11.0,86.0,0.12790697674418605,True,True
ORD-02,b2b3,0.17858268320560447,0.2409628033638,2,10.0,90.0,0.1111111111111111,True,True
ORD-02,b1a3,0.0232719480991363,0.0265497136861085,5,2.0,38.0,0.05263157894736842,True,True
ORD-02,b1d2,0.02844558858002222,0.076353907585144,4,,,,False,True
ORD-02,f1d3,0.022236137340466148,0.0716324299573898,5,,,,False,True
ORD-02,d1d2,0.013738034370665701,0.0315823704004287,6,,,,False,True
ORD-02,f3e5,0.01359879458323115,0.0206352155655622,8,,,,False,True
ORD-02,f1e2,0.0023301599430851,0.0035634313244372,10,,,,False,True
ORD-09,d4f3,0.22895697504281998,0.3692949116230011,1,,,,False,True
ORD-09,e2e3,0.2523012086749077,0.3005922734737396,1,,,,False,True
ORD-09,d4b5,0.09609133501847579,0.1136733889579773,2,,,,False,True
ORD-09,b1c3,0.07704957512517767,0.1116117537021637,3,,,,False,True
ORD-09,f4g3,0.06233717128634449,0.1010239496827125,3,,,,False,True
ORD-09,f4h2,0.06408033582071458,0.0708737075328826,5,,,,False,True
ORD-09,d4b3,0.0349933807738125,0.0542110539972782,6,,,,False,True
ORD-09,h4h5,0.03779640266050892,0.0444845855236053,6,,,,False,True
ORD-09,c2c3,0.037464034743607,0.0414054691791534,7,,,,False,True
ORD-09,f4g5,0.03301861447592572,0.0376542508602142,7,,,,False,True
ORD-09,g2g3,0.0317087322473526,0.0317087322473526,8,,,,False,True
ORD-09,f2f3,0.02506846562027925,0.0311433281749486,9,,,,False,True
ORD-10,b2b3,0.3834478755791982,0.4524830281734466,1,,,,False,True
ORD-10,d4b3,0.3388761964937051,0.5738005638122559,1,,,,False,True
ORD-10,e2e3,0.0993270526329676,0.2113732397556305,2,,,,False,True
ORD-10,f4c1,0.041013830341398654,0.0494772940874099,3,,,,False,True
ORD-10,b1c3,0.02822187356650825,0.0451704487204551,4,,,,False,True
ORD-10,c2c3,0.01871126393477115,0.0449355132877826,5,,,,False,True
ORD-10,d1c1,0.0200265462820728,0.0303710717707872,5,,,,False,True
ORD-10,f4b8,0.010828518308699076,0.0122352791950106,6,,,,False,True
ORD-10,f4e3,0.028632487480839033,0.0376760885119438,6,,,,False,True
ORD-10,d4f3,0.013090343253376532,0.0230589751154184,8,,,,False,True
ORD-10,b1d2,0.007219860795885266,0.01006630808115,9,,,,False,True
ORD-10,f4h2,0.01273173233494155,0.0136787546798586,10,,,,False,True
PST-01,c2c3,0.21388259281714758,0.2664980888366699,2,3.0,3.0,1.0,True,True
PST-01,g1f3,0.07944455184042448,0.1137840896844863,4,1.0,1.0,1.0,True,True
PST-01,d4c5,0.28633953382571536,0.3563911616802215,1,,,,False,True
PST-01,e2e3,0.34769727289676666,0.3734616339206695,1,,,,False,True
PST-01,b1c3,0.027327604281405567,0.0352289043366909,5,,,,False,True
PST-01,c2c4,0.01761871933316185,0.0250117573887109,5,,,,False,True
PST-01,e2e4,0.009300275705754717,0.0181673597544431,6,,,,False,True
PST-01,h2h3,0.006965309102088179,0.0100379278883337,7,,,,False,True
PST-01,b1d2,0.0018930066726169999,0.0020440719090402,8,,,,False,True
PST-01,f2f3,0.00201904308050865,0.0023419649805873,8,,,,False,True
PST-01,a2a3,0.0025875559076666333,0.0028338602278381,9,,,,False,True
PST-01,h4g3,0.00290702006313946,0.0047624241560697,9,,,,False,True
PST-01,d1d3,0.0033756736665964,0.0033756736665964,10,,,,False,True
PST-04,g1f3,0.2593798364202181,0.343787282705307,1,,,,False,True
PST-04,d1d2,0.08936603491504984,0.1296701282262802,2,,,,False,True
PST-04,e2e3,0.1633108245829741,0.2030070722103119,2,,,,False,True
PST-04,b1c3,0.13041789953907326,0.1382904350757599,3,,,,False,True
PST-04,e2e4,0.08343801647424694,0.0969354063272476,4,,,,False,True
PST-04,d1d3,0.061921084920565216,0.0933111757040023,6,,,,False,True
PST-04,c2c4,0.024181953010459684,0.0364058874547481,7,,,,False,True
PST-04,h2h4,0.0527394277354081,0.0805505737662315,7,,,,False,True
PST-04,g2g4,0.03212214354425665,0.0441698208451271,8,,,,False,True
PST-04,c2c3,0.025570480152964502,0.0289089996367692,9,,,,False,True
PST-04,f2f4,0.0184803083539009,0.0184803083539009,9,,,,False,True
PST-04,b1d2,0.017047940753400298,0.0176205914467573,10,,,,False,True
PST-04,h2h3,0.015544515413542534,0.0159088987857103,10,,,,False,True
STO-01,c2c3,0.3484647472699483,0.432186484336853,1,,,,False,True
STO-01,g1f3,0.41803403198719025,0.4747301042079925,1,,,,False,True
STO-01,b1d2,0.0647905450314283,0.0716765746474266,3,,,,False,True
STO-01,b2b3,0.08194623266657187,0.1130235865712165,3,,,,False,True
STO-01,b1c3,0.027389342663809615,0.0719981342554092,4,,,,False,True
STO-01,e2f3,0.021235068949560284,0.028884582221508,5,,,,False,True
STO-01,a2a4,0.0085582038154825,0.0113410530611872,6,,,,False,True
STO-01,g2g4,0.015429581205050115,0.0282148327678442,6,,,,False,True
STO-01,h2h3,0.006589746917597917,0.0176848042756319,8,,,,False,True
STO-01,c1d2,0.004406218688624533,0.0088369343429803,9,,,,False,True
STO-01,b1a3,0.0038439099444076003,0.005858932621777,10,,,,False,True
TOR-02,c2c4,0.015201832012583766,0.0167069733142852,7,1.0,1.0,1.0,True,True
TOR-02,b1d2,0.2946413084864616,0.3498857617378235,1,,,,False,True
TOR-02,e2e3,0.3225578169027964,0.4050721228122711,1,,,,False,True
TOR-02,b1c3,0.05511573050171135,0.1229790672659874,3,,,,False,True
TOR-02,h2h3,0.18142216280102727,0.2386715710163116,3,,,,False,True
TOR-02,c2c3,0.023815635126084048,0.0341040082275867,4,,,,False,True
TOR-02,h4g3,0.03204299788922065,0.0383303649723529,4,,,,False,True
TOR-02,f3g5,0.024164711435635814,0.0441258177161216,5,,,,False,True
TOR-02,f3d2,0.01651180939127995,0.0195474848151206,6,,,,False,True
TOR-02,f3e5,0.0219328249804675,0.0430657640099525,6,,,,False,True
TOR-02,d1d3,0.0189502170309424,0.0422812327742576,7,,,,False,True
TOR-05,b1d2,0.11708259582519527,0.1530569046735763,4,1.0,1.0,1.0,True,True
TOR-05,d4c5,0.2479460587104161,0.3266960978507995,1,,,,False,True
TOR-05,e2e3,0.30406083911657333,0.4073493182659149,1,,,,False,True
TOR-05,c2c3,0.18200773994127906,0.2639759480953216,2,,,,False,True
TOR-05,b1c3,0.07027792309721308,0.1120815947651863,4,,,,False,True
TOR-05,c2c4,0.01274782031153635,0.015347572043538,6,,,,False,True
TOR-05,d1d3,0.013889650022610962,0.0249754171818494,6,,,,False,True
