line_id,bias_code,elo,fen_after_key_move,history_uci,model,model_revision,rank,move_uci,policy_probability,wdl_win_permille,wdl_draw_permille,wdl_loss_permille,status
LON-07,B5,1300,r1b1kb1r/pp2pp2/1qn4p/2pp2pn/3P3B/2P1PN2/PPQ2PPP/RN2KB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
LON-07,B5,1500,r1b1kb1r/pp2pp2/1qn4p/2pp2pn/3P3B/2P1PN2/PPQ2PPP/RN2KB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
LON-07,B5,1700,r1b1kb1r/pp2pp2/1qn4p/2pp2pn/3P3B/2P1PN2/PPQ2PPP/RN2KB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
LON-07,B5,1900,r1b1kb1r/pp2pp2/1qn4p/2pp2pn/3P3B/2P1PN2/PPQ2PPP/RN2KB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
LON-07,B5,2100,r1b1kb1r/pp2pp2/1qn4p/2pp2pn/3P3B/2P1PN2/PPQ2PPP/RN2KB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-02,B5,1100,rnbqkb1r/ppp1ppp1/8/3p3p/3Pn2B/5N2/PPP1PPPP/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-02,B5,1300,rnbqkb1r/ppp1ppp1/8/3p3p/3Pn2B/5N2/PPP1PPPP/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-02,B5,1500,rnbqkb1r/ppp1ppp1/8/3p3p/3Pn2B/5N2/PPP1PPPP/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-02,B5,1700,rnbqkb1r/ppp1ppp1/8/3p3p/3Pn2B/5N2/PPP1PPPP/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-02,B5,1900,rnbqkb1r/ppp1ppp1/8/3p3p/3Pn2B/5N2/PPP1PPPP/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-02,B5,2100,rnbqkb1r/ppp1ppp1/8/3p3p/3Pn2B/5N2/PPP1PPPP/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-05,B5,1100,rnbqkb1r/pp2pppp/8/2pp2B1/3Pn2P/5N2/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-05,B5,1300,rnbqkb1r/pp2pppp/8/2pp2B1/3Pn2P/5N2/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-05,B5,1500,rnbqkb1r/pp2pppp/8/2pp2B1/3Pn2P/5N2/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-05,B5,1700,rnbqkb1r/pp2pppp/8/2pp2B1/3Pn2P/5N2/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-05,B5,1900,rnbqkb1r/pp2pppp/8/2pp2B1/3Pn2P/5N2/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-05,B5,2100,rnbqkb1r/pp2pppp/8/2pp2B1/3Pn2P/5N2/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
PST-01,B5,1100,rnbqkbnr/pp2ppp1/7p/2pp4/3P3B/8/PPP1PPPP/RN1QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
PST-01,B5,1300,rnbqkbnr/pp2ppp1/7p/2pp4/3P3B/8/PPP1PPPP/RN1QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
PST-01,B5,1500,rnbqkbnr/pp2ppp1/7p/2pp4/3P3B/8/PPP1PPPP/RN1QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
PST-01,B5,1700,rnbqkbnr/pp2ppp1/7p/2pp4/3P3B/8/PPP1PPPP/RN1QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
PST-01,B5,1900,rnbqkbnr/pp2ppp1/7p/2pp4/3P3B/8/PPP1PPPP/RN1QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
PST-01,B5,2100,rnbqkbnr/pp2ppp1/7p/2pp4/3P3B/8/PPP1PPPP/RN1QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
ORD-09,B6,1100,r1bqkb1r/pp1npppp/5n2/3p4/3N1B1P/8/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
ORD-09,B6,1300,r1bqkb1r/pp1npppp/5n2/3p4/3N1B1P/8/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
ORD-09,B6,1500,r1bqkb1r/pp1npppp/5n2/3p4/3N1B1P/8/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
ORD-09,B6,1700,r1bqkb1r/pp1npppp/5n2/3p4/3N1B1P/8/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
ORD-09,B6,1900,r1bqkb1r/pp1npppp/5n2/3p4/3N1B1P/8/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
ORD-09,B6,2100,r1bqkb1r/pp1npppp/5n2/3p4/3N1B1P/8/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-08,B6,1100,rnbqkb1r/ppp1p1pp/5p2/3p2B1/3Pn3/4PN2/PPP2PPP/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-08,B6,1300,rnbqkb1r/ppp1p1pp/5p2/3p2B1/3Pn3/4PN2/PPP2PPP/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-08,B6,1500,rnbqkb1r/ppp1p1pp/5p2/3p2B1/3Pn3/4PN2/PPP2PPP/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-08,B6,1700,rnbqkb1r/ppp1p1pp/5p2/3p2B1/3Pn3/4PN2/PPP2PPP/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-08,B6,1900,rnbqkb1r/ppp1p1pp/5p2/3p2B1/3Pn3/4PN2/PPP2PPP/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-08,B6,2100,rnbqkb1r/ppp1p1pp/5p2/3p2B1/3Pn3/4PN2/PPP2PPP/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-09,B6,1100,rnbqkb1r/ppp1p3/5p2/3p2pp/3P3B/4P3/PPPN1PPP/R2QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-09,B6,1300,rnbqkb1r/ppp1p3/5p2/3p2pp/3P3B/4P3/PPPN1PPP/R2QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-09,B6,1500,rnbqkb1r/ppp1p3/5p2/3p2pp/3P3B/4P3/PPPN1PPP/R2QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-09,B6,1700,rnbqkb1r/ppp1p3/5p2/3p2pp/3P3B/4P3/PPPN1PPP/R2QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-09,B6,1900,rnbqkb1r/ppp1p3/5p2/3p2pp/3P3B/4P3/PPPN1PPP/R2QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-09,B6,2100,rnbqkb1r/ppp1p3/5p2/3p2pp/3P3B/4P3/PPPN1PPP/R2QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
STO-01,B6,1100,rn1qkb1r/pp2pppp/5n2/3p1b2/2pP1P2/4P3/PPP1B1PP/RNBQK1NR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
STO-01,B6,1300,rn1qkb1r/pp2pppp/5n2/3p1b2/2pP1P2/4P3/PPP1B1PP/RNBQK1NR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
STO-01,B6,1500,rn1qkb1r/pp2pppp/5n2/3p1b2/2pP1P2/4P3/PPP1B1PP/RNBQK1NR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
STO-01,B6,1700,rn1qkb1r/pp2pppp/5n2/3p1b2/2pP1P2/4P3/PPP1B1PP/RNBQK1NR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
STO-01,B6,1900,rn1qkb1r/pp2pppp/5n2/3p1b2/2pP1P2/4P3/PPP1B1PP/RNBQK1NR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
STO-01,B6,2100,rn1qkb1r/pp2pppp/5n2/3p1b2/2pP1P2/4P3/PPP1B1PP/RNBQK1NR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
BDG-01,B6,1100,rn1qkb1r/ppp1pppp/5n2/5b2/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
BDG-01,B6,1300,rn1qkb1r/ppp1pppp/5n2/5b2/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
BDG-01,B6,1500,rn1qkb1r/ppp1pppp/5n2/5b2/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
BDG-01,B6,1700,rn1qkb1r/ppp1pppp/5n2/5b2/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
BDG-01,B6,1900,rn1qkb1r/ppp1pppp/5n2/5b2/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
BDG-01,B6,2100,rn1qkb1r/ppp1pppp/5n2/5b2/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
ORD-10,B7,1100,rnb1kb1r/pp2pppp/1q3n2/3p4/3N1B2/7P/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
ORD-10,B7,1300,rnb1kb1r/pp2pppp/1q3n2/3p4/3N1B2/7P/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
ORD-10,B7,1500,rnb1kb1r/pp2pppp/1q3n2/3p4/3N1B2/7P/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
ORD-10,B7,1700,rnb1kb1r/pp2pppp/1q3n2/3p4/3N1B2/7P/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
ORD-10,B7,1900,rnb1kb1r/pp2pppp/1q3n2/3p4/3N1B2/7P/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
ORD-10,B7,2100,rnb1kb1r/pp2pppp/1q3n2/3p4/3N1B2/7P/PPP1PPP1/RN1QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-06,B7,1100,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B2/2N2P2/PPP1P1PP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-06,B7,1300,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B2/2N2P2/PPP1P1PP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-06,B7,1500,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B2/2N2P2/PPP1P1PP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-06,B7,1700,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B2/2N2P2/PPP1P1PP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-06,B7,1900,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B2/2N2P2/PPP1P1PP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-06,B7,2100,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B2/2N2P2/PPP1P1PP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-09,B7,1100,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B2/P1N5/1PP1PPPP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-09,B7,1300,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B2/P1N5/1PP1PPPP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-09,B7,1500,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B2/P1N5/1PP1PPPP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-09,B7,1700,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B2/P1N5/1PP1PPPP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-09,B7,1900,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B2/P1N5/1PP1PPPP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-09,B7,2100,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B2/P1N5/1PP1PPPP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-10,B7,1100,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B1P/2N5/PPP1PPP1/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-10,B7,1300,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B1P/2N5/PPP1PPP1/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-10,B7,1500,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B1P/2N5/PPP1PPP1/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-10,B7,1700,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B1P/2N5/PPP1PPP1/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-10,B7,1900,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B1P/2N5/PPP1PPP1/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-10,B7,2100,r1bqkb1r/pp2pppp/2n2n2/3p4/3Q1B1P/2N5/PPP1PPP1/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
VER-08,B7,1100,r1bqkb1r/pp2pppp/2n2n2/3p2B1/3Q4/2N2P2/PPP1P1PP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
VER-08,B7,1300,r1bqkb1r/pp2pppp/2n2n2/3p2B1/3Q4/2N2P2/PPP1P1PP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
VER-08,B7,1500,r1bqkb1r/pp2pppp/2n2n2/3p2B1/3Q4/2N2P2/PPP1P1PP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
VER-08,B7,1700,r1bqkb1r/pp2pppp/2n2n2/3p2B1/3Q4/2N2P2/PPP1P1PP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
VER-08,B7,1900,r1bqkb1r/pp2pppp/2n2n2/3p2B1/3Q4/2N2P2/PPP1P1PP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
VER-08,B7,2100,r1bqkb1r/pp2pppp/2n2n2/3p2B1/3Q4/2N2P2/PPP1P1PP/R3KBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-03,B8,1100,rnbqkb1r/pp2pppp/5n2/2P5/3p1B2/2N5/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-03,B8,1300,rnbqkb1r/pp2pppp/5n2/2P5/3p1B2/2N5/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-03,B8,1500,rnbqkb1r/pp2pppp/5n2/2P5/3p1B2/2N5/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-03,B8,1700,rnbqkb1r/pp2pppp/5n2/2P5/3p1B2/2N5/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-03,B8,1900,rnbqkb1r/pp2pppp/5n2/2P5/3p1B2/2N5/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-03,B8,2100,rnbqkb1r/pp2pppp/5n2/2P5/3p1B2/2N5/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-04,B8,1100,rnb1kb1r/pp2pppp/5n2/qNpp4/3P1B2/8/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-04,B8,1300,rnb1kb1r/pp2pppp/5n2/qNpp4/3P1B2/8/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-04,B8,1500,rnb1kb1r/pp2pppp/5n2/qNpp4/3P1B2/8/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-04,B8,1700,rnb1kb1r/pp2pppp/5n2/qNpp4/3P1B2/8/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-04,B8,1900,rnb1kb1r/pp2pppp/5n2/qNpp4/3P1B2/8/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-04,B8,2100,rnb1kb1r/pp2pppp/5n2/qNpp4/3P1B2/8/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-13,B8,1100,r3kb1r/pp2pppp/2n2n2/qNpp4/3P1B2/4P3/PPP1NPPP/R2QK2R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-13,B8,1300,r3kb1r/pp2pppp/2n2n2/qNpp4/3P1B2/4P3/PPP1NPPP/R2QK2R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-13,B8,1500,r3kb1r/pp2pppp/2n2n2/qNpp4/3P1B2/4P3/PPP1NPPP/R2QK2R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-13,B8,1700,r3kb1r/pp2pppp/2n2n2/qNpp4/3P1B2/4P3/PPP1NPPP/R2QK2R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-13,B8,1900,r3kb1r/pp2pppp/2n2n2/qNpp4/3P1B2/4P3/PPP1NPPP/R2QK2R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
JOB-13,B8,2100,r3kb1r/pp2pppp/2n2n2/qNpp4/3P1B2/4P3/PPP1NPPP/R2QK2R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-06,B8,1100,rnbqkb1r/ppp2ppp/8/3pp1N1/3P4/8/PPPNPPPP/R2QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-06,B8,1300,rnbqkb1r/ppp2ppp/8/3pp1N1/3P4/8/PPPNPPPP/R2QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-06,B8,1500,rnbqkb1r/ppp2ppp/8/3pp1N1/3P4/8/PPPNPPPP/R2QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-06,B8,1700,rnbqkb1r/ppp2ppp/8/3pp1N1/3P4/8/PPPNPPPP/R2QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-06,B8,1900,rnbqkb1r/ppp2ppp/8/3pp1N1/3P4/8/PPPNPPPP/R2QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
TOR-06,B8,2100,rnbqkb1r/ppp2ppp/8/3pp1N1/3P4/8/PPPNPPPP/R2QKB1R w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
VER-03,B8,1100,rnbqkb1r/pp2pppp/5n2/2P3B1/3p4/2N5/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
VER-03,B8,1300,rnbqkb1r/pp2pppp/5n2/2P3B1/3p4/2N5/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
VER-03,B8,1500,rnbqkb1r/pp2pppp/5n2/2P3B1/3p4/2N5/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
VER-03,B8,1700,rnbqkb1r/pp2pppp/5n2/2P3B1/3p4/2N5/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
VER-03,B8,1900,rnbqkb1r/pp2pppp/5n2/2P3B1/3p4/2N5/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
VER-03,B8,2100,rnbqkb1r/pp2pppp/5n2/2P3B1/3p4/2N5/PPP1PPPP/R2QKBNR w KQkq -,,maia3-79m,PIN_REQUIRED,,,,,,,NON_EXECUTE
