line_id,bias_code,elo,model,rank,move_uci,move_san,policy_probability,topk_policy_mass,normalized_response_entropy_topk,wdl_win_permille,wdl_draw_permille,wdl_loss_permille,fen,status,position_role,frequency,source,best_eval_mover_cp,candidate_eval_mover_cp,response_loss_cp,response_quality,nodes
ORD-02,B1,1500,maia3-79m,7,b2b3,b3,0.0103525295853614,0.9890689314343036,0.448404635595114,505,27,468,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL,after_key,0.0103525295853614,maia3,-2,-20,18,OK,100000
ORD-02,B1,1500,maia3-79m,10,b2b4,b4,0.0039066667668521,0.9890689314343036,0.448404635595114,515,24,461,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL,after_key,0.0039066667668521,maia3,3,-97,100,SEVERE_ERROR,100000
ORD-02,B1,1700,maia3-79m,6,g2g3,g3,0.0117970667779445,0.9896683357656002,0.4703368028344805,508,30,462,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL,after_key,0.0117970667779445,maia3,-6,-159,153,SEVERE_ERROR,100000
ORD-02,B1,1700,maia3-79m,7,b2b3,b3,0.0114017035812139,0.9896683357656002,0.4703368028344805,510,29,461,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL,after_key,0.0114017035812139,maia3,-3,-22,19,OK,100000
ORD-02,B1,1700,maia3-79m,9,b2b4,b4,0.0044242879375815,0.9896683357656002,0.4703368028344805,518,27,455,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL,after_key,0.0044242879375815,maia3,-10,-84,74,ERROR,100000
ORD-02,B1,1900,maia3-79m,6,b2b3,b3,0.0116183338686823,0.9897327157668768,0.4932666454104177,513,34,453,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL,after_key,0.0116183338686823,maia3,-8,-30,22,OK,100000
ORD-02,B1,1900,maia3-79m,7,g2g3,g3,0.0105955358594655,0.9897327157668768,0.4932666454104177,509,35,456,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL,after_key,0.0105955358594655,maia3,-4,-169,165,SEVERE_ERROR,100000
ORD-02,B1,1900,maia3-79m,9,b2b4,b4,0.0044146692380309,0.9897327157668768,0.4932666454104177,517,31,452,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL,after_key,0.0044146692380309,maia3,1,-86,87,ERROR,100000
ORD-02,B1,2100,maia3-79m,6,b2b3,b3,0.0121682006865739,0.9894236333202572,0.5245369929792545,507,42,451,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL,after_key,0.0121682006865739,maia3,-4,-20,16,OK,100000
ORD-02,B1,2100,maia3-79m,7,g2g3,g3,0.0087140025570988,0.9894236333202572,0.5245369929792545,505,42,453,r1b1kb1r/pp2pppp/1qn2n2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL,after_key,0.0087140025570988,maia3,-2,-152,150,SEVERE_ERROR,100000
COL-01,B1,1100,maia3-79m,5,c2c4,c4,0.0151630882173776,0.9878678212407976,0.4256131767466212,513,25,462,rn1qkb1r/ppp2ppp/4pn2/3p1b2/3P4/3BPN2/PPP2PPP/RNBQK2R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL,after_key,0.0151630882173776,maia3,17,2,15,OK,100000
COL-01,B1,1100,maia3-79m,6,g2g3,g3,0.0109514547511935,0.9878678212407976,0.4256131767466212,497,27,476,rn1qkb1r/ppp2ppp/4pn2/3p1b2/3P4/3BPN2/PPP2PPP/RNBQK2R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL,after_key,0.0109514547511935,maia3,15,-49,64,ERROR,100000
COL-01,B1,1100,maia3-79m,7,b2b3,b3,0.0074914833530783,0.9878678212407976,0.4256131767466212,494,27,479,rn1qkb1r/ppp2ppp/4pn2/3p1b2/3P4/3BPN2/PPP2PPP/RNBQK2R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL,after_key,0.0074914833530783,maia3,21,-1,22,OK,100000
COL-01,B1,1100,maia3-79m,9,b1c3,Nc3,0.0049415295943617,0.9878678212407976,0.4256131767466212,507,27,466,rn1qkb1r/ppp2ppp/4pn2/3p1b2/3P4/3BPN2/PPP2PPP/RNBQK2R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL,after_key,0.0049415295943617,maia3,14,-24,38,OK,100000
COL-01,B1,1300,maia3-79m,4,c2c4,c4,0.0186279136687517,0.9883486481849104,0.4312486267262949,513,25,462,rn1qkb1r/ppp2ppp/4pn2/3p1b2/3P4/3BPN2/PPP2PPP/RNBQK2R w KQkq -,MODEL_PREDICTION_NOT_EMPIRICAL,after_key,0.0186279136687517,maia3,4,0,4,OK,100000
