line_id,chapter,ply,fen_before,move_uci,move_san,rank_top8,best_eval_white_cp,candidate_eval_white_cp,loss_for_black_cp,grade,engine,nodes_best
COL-10,Colle et Zukertort,10,rnbqkb1r/pp3ppp/4pn2/2pp4/3P4/1P2PN2/PBP2PPP/RN1QKB1R b KQkq - 1 5,b8c6,Nc6,>8,16,8,0,A,Stockfish 18 WASM,20000
COL-11,Colle et Zukertort,10,rnbqkb1r/pp3ppp/4pn2/2pp4/2PP4/1P2PN2/P4PPP/RNBQKB1R b KQkq - 0 5,c5d4,cxd4,1,-9,-9,0,A,Stockfish 18 WASM,20000
COL-11,Colle et Zukertort,12,rnbqkb1r/pp3ppp/4pn2/3p4/2PP4/1P3N2/P4PPP/RNBQKB1R b KQkq - 0 6,f8b4,Bb4+,2,-16,-15,1,A,Stockfish 18 WASM,20000
COL-12,Colle et Zukertort,10,rnbqkb1r/pp3ppp/4pn2/2pp4/3P4/1P2PN2/P1P1BPPP/RNBQK2R b KQkq - 1 5,c5d4,cxd4,1,-8,-8,0,A,Stockfish 18 WASM,20000
COL-12,Colle et Zukertort,12,rnbqkb1r/pp3ppp/4pn2/3p4/3P4/1P3N2/P1P1BPPP/RNBQK2R b KQkq - 0 6,f8d6,Bd6,2,-19,-18,1,A,Stockfish 18 WASM,20000
TOR-01,Torre,6,rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,f6e4,Ne4,4,6,17,11,A,Stockfish 18 WASM,20000
TOR-01,Torre,8,rnbqkb1r/ppp1pppp/8/3p4/3PnB2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 5 4,c7c5,c5,2,-14,-11,3,A,Stockfish 18 WASM,20000
TOR-02,Torre,6,rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,f6e4,Ne4,4,6,17,11,A,Stockfish 18 WASM,20000
TOR-02,Torre,8,rnbqkb1r/ppp1pppp/8/3p4/3Pn2B/5N2/PPP1PPPP/RN1QKB1R b KQkq - 5 4,h7h5,h5,>8,-9,-47,0,A,Stockfish 18 WASM,20000
TOR-03,Torre,6,rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,f6e4,Ne4,4,6,17,11,A,Stockfish 18 WASM,20000
TOR-03,Torre,8,rnbqkb1r/ppp1pppp/8/3p4/3Pn3/4BN2/PPP1PPPP/RN1QKB1R b KQkq - 5 4,c8f5,Bf5,1,-23,-23,0,A,Stockfish 18 WASM,20000
TOR-04,Torre,6,rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,f6e4,Ne4,4,6,17,11,A,Stockfish 18 WASM,20000
TOR-04,Torre,8,rnbqkb1r/ppp1pppp/8/3p4/3Pn3/5N2/PPPBPPPP/RN1QKB1R b KQkq - 5 4,c7c5,c5,2,-40,-39,1,A,Stockfish 18 WASM,20000
TOR-05,Torre,6,rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,f6e4,Ne4,4,6,17,11,A,Stockfish 18 WASM,20000
TOR-05,Torre,8,rnbqkb1r/ppp1pppp/8/3p2B1/3Pn2P/5N2/PPP1PPP1/RN1QKB1R b KQkq - 0 4,c7c5,c5,1,-34,-34,0,A,Stockfish 18 WASM,20000
TOR-06,Torre,8,rnbqkb1r/ppp1pppp/8/3p2B1/3Pn3/5N2/PPPNPPPP/R2QKB1R b KQkq - 5 4,e4g5,Nxg5,1,-103,-103,0,A,Stockfish 18 WASM,20000
TOR-06,Torre,10,rnbqkb1r/ppp1pppp/8/3p2N1/3P4/8/PPPNPPPP/R2QKB1R b KQkq - 0 5,e7e5,e5,1,-148,-148,0,A,Stockfish 18 WASM,20000
TOR-07,Torre,8,rnbqkb1r/ppp1pppp/8/3p2B1/2PPn3/5N2/PP2PPPP/RN1QKB1R b KQkq - 0 4,e4g5,Nxg5,1,-93,-93,0,A,Stockfish 18 WASM,20000
TOR-07,Torre,10,rnbqkb1r/ppp1pppp/8/3p2N1/2PP4/8/PP2PPPP/RN1QKB1R b KQkq - 0 5,e7e5,e5,1,-79,-79,0,A,Stockfish 18 WASM,20000
TOR-08,Torre,6,rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,f6e4,Ne4,4,6,17,11,A,Stockfish 18 WASM,20000
TOR-08,Torre,8,rnbqkb1r/ppp1pppp/8/3p2B1/3Pn3/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 4,f7f6,f6,1,-56,-56,0,A,Stockfish 18 WASM,20000
TOR-09,Torre,12,rnbqkb1r/ppp1p1p1/5p2/3p3p/3Pn2B/4P3/PPPN1PPP/RN1QKB1R b KQkq - 1 6,e4d2,Nxd2,1,-172,-172,0,A,Stockfish 18 WASM,20000
TOR-09,Torre,14,rnbqkb1r/ppp1p1p1/5p2/3p3p/3P3B/4P3/PPPN1PPP/R2QKB1R b KQkq - 0 7,g7g5,g5,1,-227,-227,0,A,Stockfish 18 WASM,20000
TOR-10,Torre,8,rnbqkb1r/ppp1pppp/8/3p4/3PnB2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 5 4,c7c5,c5,2,-14,-11,3,A,Stockfish 18 WASM,20000
TOR-10,Torre,10,rnbqkb1r/pp2pppp/8/2pp4/3PnB2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 5,d8b6,Qb6,1,-25,-25,0,A,Stockfish 18 WASM,20000
VER-01,Veresov et pseudo-Trompowsky,6,rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/2N5/PPP1PPPP/R2QKBNR b KQkq - 3 3,c7c5,c5,>8,-8,-10,0,A,Stockfish 18 WASM,20000
VER-01,Veresov et pseudo-Trompowsky,8,rnbqkb1r/pp2pppp/5n2/2pp2B1/3P4/2N1P3/PPP2PPP/R2QKBNR b KQkq - 0 4,e7e6,e6,1,-15,-15,0,A,Stockfish 18 WASM,20000
VER-02,Veresov et pseudo-Trompowsky,8,rnbqkb1r/pp2pppp/5n2/2pp2B1/3PP3/2N5/PPP2PPP/R2QKBNR b KQkq - 0 4,f6e4,Nxe4,1,-64,-64,0,A,Stockfish 18 WASM,20000
VER-02,Veresov et pseudo-Trompowsky,10,rnbqkb1r/pp2pppp/8/2pp2B1/3PN3/8/PPP2PPP/R2QKBNR b KQkq - 0 5,d5e4,dxe4,1,-65,-65,0,A,Stockfish 18 WASM,20000
VER-03,Veresov et pseudo-Trompowsky,6,rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/2N5/PPP1PPPP/R2QKBNR b KQkq - 3 3,c7c5,c5,>8,-8,-10,0,A,Stockfish 18 WASM,20000
VER-03,Veresov et pseudo-Trompowsky,8,rnbqkb1r/pp2pppp/5n2/2Pp2B1/8/2N5/PPP1PPPP/R2QKBNR b KQkq - 0 4,d5d4,d4,1,-92,-92,0,A,Stockfish 18 WASM,20000
VER-04,Veresov et pseudo-Trompowsky,6,rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/2N5/PPP1PPPP/R2QKBNR b KQkq - 3 3,c7c5,c5,>8,-8,-10,0,A,Stockfish 18 WASM,20000
VER-04,Veresov et pseudo-Trompowsky,8,rnbqkb1r/pp2pppp/5n2/2pp2B1/3P4/2N2N2/PPP1PPPP/R2QKB1R b KQkq - 1 4,f6e4,Ne4,1,-45,-45,0,A,Stockfish 18 WASM,20000
VER-05,Veresov et pseudo-Trompowsky,6,rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/2N5/PPP1PPPP/R2QKBNR b KQkq - 3 3,c7c5,c5,>8,-8,-10,0,A,Stockfish 18 WASM,20000
VER-05,Veresov et pseudo-Trompowsky,8,rnbqkb1r/pp2pppp/5B2/2pp4/3P4/2N5/PPP1PPPP/R2QKBNR b KQkq - 0 4,g7f6,gxf6,1,-26,-26,0,A,Stockfish 18 WASM,20000
VER-06,Veresov et pseudo-Trompowsky,8,rnbqkb1r/pp2pppp/5n2/2pp2B1/3P4/2N5/PPPQPPPP/R3KBNR b KQkq - 1 4,c5d4,cxd4,2,-41,-32,9,A,Stockfish 18 WASM,20000
VER-06,Veresov et pseudo-Trompowsky,10,rnbqkb1r/pp2pppp/5n2/3p2B1/3Q4/2N5/PPP1PPPP/R3KBNR b KQkq - 0 5,b8c6,Nc6,1,-204,-204,0,A,Stockfish 18 WASM,20000
VER-07,Veresov et pseudo-Trompowsky,6,rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/2N5/PPP1PPPP/R2QKBNR b KQkq - 3 3,c7c5,c5,>8,-8,-10,0,A,Stockfish 18 WASM,20000
VER-07,Veresov et pseudo-Trompowsky,8,rnbqkb1r/pp2pppp/5n2/2pp2B1/3P4/P1N5/1PP1PPPP/R2QKBNR b KQkq - 0 4,b8c6,Nc6,2,-38,-34,4,A,Stockfish 18 WASM,20000
VER-08,Veresov et pseudo-Trompowsky,8,rnbqkb1r/pp2pppp/5n2/2pp2B1/3P4/2N2P2/PPP1P1PP/R2QKBNR b KQkq - 0 4,c5d4,cxd4,1,-118,-118,0,A,Stockfish 18 WASM,20000
VER-08,Veresov et pseudo-Trompowsky,10,rnbqkb1r/pp2pppp/5n2/3p2B1/3Q4/2N2P2/PPP1P1PP/R3KBNR b KQkq - 0 5,b8c6,Nc6,1,-150,-150,0,A,Stockfish 18 WASM,20000
PST-01,Veresov et pseudo-Trompowsky,4,rnbqkbnr/ppp1pppp/8/3p2B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,h7h6,h6,3,-41,-18,23,A,Stockfish 18 WASM,20000
PST-01,Veresov et pseudo-Trompowsky,6,rnbqkbnr/ppp1ppp1/7p/3p4/3P3B/8/PPP1PPPP/RN1QKBNR b KQkq - 1 3,c7c5,c5,1,-28,-28,0,A,Stockfish 18 WASM,20000
PST-02,Veresov et pseudo-Trompowsky,4,rnbqkbnr/ppp1pppp/8/3p2B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,h7h6,h6,3,-41,-18,23,A,Stockfish 18 WASM,20000
PST-02,Veresov et pseudo-Trompowsky,6,rnbqkbnr/ppp1ppp1/7p/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 3,c7c5,c5,1,-19,-19,0,A,Stockfish 18 WASM,20000
PST-03,Veresov et pseudo-Trompowsky,4,rnbqkbnr/ppp1pppp/8/3p2B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,h7h6,h6,3,-41,-18,23,A,Stockfish 18 WASM,20000
PST-03,Veresov et pseudo-Trompowsky,6,rnbqkbnr/ppp1ppp1/7p/3p4/3P4/4B3/PPP1PPPP/RN1QKBNR b KQkq - 1 3,c7c5,c5,1,-60,-60,0,A,Stockfish 18 WASM,20000
PST-04,Veresov et pseudo-Trompowsky,4,rnbqkbnr/ppp1pppp/8/3p2B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,h7h6,h6,3,-41,-18,23,A,Stockfish 18 WASM,20000
PST-04,Veresov et pseudo-Trompowsky,6,rnbqkbnr/ppp1ppp1/7B/3p4/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 0 3,h8h6,Rxh6,1,-422,-422,0,A,Stockfish 18 WASM,20000
STO-01,Stonewall et gambits,8,rnbqkb1r/pp2pppp/5n2/2pp4/3P1P2/3BP3/PPP3PP/RNBQK1NR b KQkq - 0 4,c5c4,c4,3,-66,-60,6,A,Stockfish 18 WASM,20000
STO-01,Stonewall et gambits,10,rnbqkb1r/pp2pppp/5n2/3p4/2pP1P2/4P3/PPP1B1PP/RNBQK1NR b KQkq - 1 5,c8f5,Bf5,2,-62,-56,6,A,Stockfish 18 WASM,20000
STO-02,Stonewall et gambits,8,rnbqkb1r/pp2pppp/5n2/2pp4/3P1P2/3BP3/PPP3PP/RNBQK1NR b KQkq - 0 4,c5c4,c4,3,-66,-60,6,A,Stockfish 18 WASM,20000
STO-02,Stonewall et gambits,10,rnbqkb1r/pp2pppp/5n2/3p4/2pP1P2/4P3/PPP3PP/RNBQKBNR b KQkq - 1 5,c8f5,Bf5,2,-106,-104,2,A,Stockfish 18 WASM,20000
STO-03,Stonewall et gambits,8,rnbqkb1r/pp2pppp/5n2/2pp4/3P4/2PBP3/PP3PPP/RNBQK1NR b KQkq - 0 4,b8c6,Nc6,1,-34,-34,0,A,Stockfish 18 WASM,20000
STO-03,Stonewall et gambits,10,r1bqkb1r/pp2pppp/2n2n2/2pp4/3P1P2/2PBP3/PP4PP/RNBQK1NR b KQkq - 0 5,c8g4,Bg4,1,-64,-64,0,A,Stockfish 18 WASM,20000
STO-04,Stonewall et gambits,8,rnbqkb1r/pp2pppp/5n2/2pp4/3P1P2/3BP3/PPP3PP/RNBQK1NR b KQkq - 0 4,c5c4,c4,3,-66,-60,6,A,Stockfish 18 WASM,20000
STO-04,Stonewall et gambits,10,rnbqkb1r/pp2pppp/5n2/3p4/2pP1P2/4P3/PPP1B1PP/RNBQK1NR b KQkq - 1 5,b8c6,Nc6,2,-49,-41,8,A,Stockfish 18 WASM,20000
STO-05,Stonewall et gambits,6,rnbqkbnr/pp2pppp/8/2pp4/3P1P2/4P3/PPP3PP/RNBQKBNR b KQkq - 0 3,b8c6,Nc6,1,-60,-60,0,A,Stockfish 18 WASM,20000
STO-05,Stonewall et gambits,8,r1bqkbnr/pp2pppp/2n5/2pp4/3P1P2/4PN2/PPP3PP/RNBQKB1R b KQkq - 2 4,c8f5,Bf5,2,-58,-55,3,A,Stockfish 18 WASM,20000
BDG-01,Stonewall et gambits,8,rnbqkb1r/ppp1pppp/5n2/8/3Pp3/2N2P2/PPP3PP/R1BQKBNR b KQkq - 0 4,e4f3,exf3,1,-79,-79,0,A,Stockfish 18 WASM,20000
BDG-01,Stonewall et gambits,10,rnbqkb1r/ppp1pppp/5n2/8/3P4/2N2N2/PPP3PP/R1BQKB1R b KQkq - 0 5,c8f5,Bf5,>8,-65,-55,10,A,Stockfish 18 WASM,20000
BDG-02,Stonewall et gambits,8,rnbqkb1r/ppp1pppp/5n2/8/3Pp3/2N2P2/PPP3PP/R1BQKBNR b KQkq - 0 4,e4f3,exf3,1,-79,-79,0,A,Stockfish 18 WASM,20000
BDG-02,Stonewall et gambits,10,rnbqkb1r/ppp1pppp/5n2/8/3P4/2N2N2/PPP3PP/R1BQKB1R b KQkq - 0 5,g7g6,g6,1,-72,-72,0,A,Stockfish 18 WASM,20000
BDG-03,Stonewall et gambits,8,rnbqkb1r/ppp1pppp/5n2/8/3Pp3/2N2P2/PPP3PP/R1BQKBNR b KQkq - 0 4,e4f3,exf3,1,-79,-79,0,A,Stockfish 18 WASM,20000
BDG-03,Stonewall et gambits,10,rnbqkb1r/ppp1pppp/5n2/8/3P4/2N2Q2/PPP3PP/R1B1KBNR b KQkq - 0 5,d8d4,Qxd4,1,-142,-142,0,A,Stockfish 18 WASM,20000
BDG-04,Stonewall et gambits,10,rnbqkb1r/ppp1pppp/5n2/8/3P4/2N2N2/PPP3PP/R1BQKB1R b KQkq - 0 5,c8f5,Bf5,>8,-65,-55,10,A,Stockfish 18 WASM,20000
BDG-04,Stonewall et gambits,12,rn1qkb1r/ppp1pppp/5n2/5b2/2BP4/2N2N2/PPP3PP/R1BQK2R b KQkq - 2 6,e7e6,e6,1,-77,-77,0,A,Stockfish 18 WASM,20000
BDG-05,Stonewall et gambits,10,rnbqkb1r/ppp1pppp/5n2/8/3P4/2N2N2/PPP3PP/R1BQKB1R b KQkq - 0 5,c8f5,Bf5,>8,-65,-55,10,A,Stockfish 18 WASM,20000
BDG-05,Stonewall et gambits,12,rn1qkb1r/ppp1pppp/5n2/5bB1/3P4/2N2N2/PPP3PP/R2QKB1R b KQkq - 2 6,c7c6,c6,1,-76,-76,0,A,Stockfish 18 WASM,20000
